Date,Title,Body
7/30/11,,
7/31/11,,
8/1/11,,
6/27/11,,
8/2/11,,
8/3/11,,
7/16/11,,
7/21/11,,
7/17/11,,
7/23/11,,
8/6/11,,
8/8/11,,
8/11/11,,
8/10/11,,
8/12/11,,
8/13/11,,
8/14/11,,
8/5/11,,
8/4/11,"UPDATE 1-Teradata Q2 profit beats Street, raises 2011 forecast"," * Says 2011 rev to grow by 18-20 pct vs prior forecast of14-16 pct"
8/16/11,,
8/17/11,,
8/18/11,,
8/19/11,,
8/20/11,,
8/21/11,,
8/22/11,,
8/23/11,,
8/25/11,,
8/27/11,,
8/26/11,,
8/9/11,,
6/30/11,,
8/24/11,,
8/28/11,,
8/29/11,,
9/1/11,"IBM to buy Algorithmics for $387 million,UPDATE 3-IBM to buy Algorithmics for $387 million","U.S. IT company IBM is buying Toronto-based risk analytics software firm Algorithmics for $387 million in cash to enhance its financial services capabilities., * About 900 Algorithmics staff to join IBM software group (Adds IBM executive comments)"
8/30/11,,
9/2/11,,
9/4/11,,
9/5/11,,
9/3/11,,
9/6/11,,
8/31/11,,
9/7/11,,
9/8/11,,
9/9/11,,
9/11/11,,
9/10/11,,
9/12/11,,
7/29/11,,
8/7/11,,
9/15/11,,
9/18/11,,
9/20/11,,
9/17/11,,
9/22/11,,
9/23/11,DEALTALK-Queuing for CoreLogic: one sale or several?," Sept 23 At least seven firms, mainly privateequity, have shown interest in data and analytics companyCoreLogic Inc , attracted by its growth businesses andrelatively cheap valuations."
9/25/11,,
9/26/11,,
9/27/11,,
9/19/11,,
9/21/11,,
9/29/11,,
9/28/11,,
9/30/11,,
09/31/2011,,
9/16/11,,
9/14/11,,
9/13/11,,
10/3/11,,
10/7/11,,
10/6/11,,
10/4/11,,
10/9/11,,
10/8/11,,
10/10/11,,
10/11/11,,
8/15/11,,
10/12/11,,
10/13/11,,
10/14/11,,
10/15/11,,
10/16/11,,
10/18/11,,
10/20/11,,
10/21/11,,
10/23/11,,
10/24/11,,
10/19/11,Microgen wins Co-op Bank systems upgrade deal,"LONDON, Oct 19 British software firm Microgen and U.S.-based partner Teradata Corp have won acontract to improve credit risk systems at Co-operative BankingGroup, beating off competition from their bigger U.S. rivalOracle ."
10/26/11,,
10/27/11,,
10/28/11,,
10/2/11,,
10/5/11,,
10/30/11,,
10/31/11,,
11/1/11,,
11/2/11,,
11/3/11,"UPDATE 1-Teradata Q3 profit beats, raises FY view","* Sees FY rev to grow by 19-21 pct vs prior view of 18-20pct"
11/4/11,,
11/5/11,,
11/6/11,,
9/24/11,,
11/7/11,,
10/1/11,,
11/8/11,,
11/11/11,,
11/9/11,,
11/10/11,,
11/12/11,,
11/14/11,,
11/15/11,,
11/16/11,,
11/17/11,,
11/18/11,,
10/22/11,,
10/29/11,,
11/21/11,,
11/22/11,,
11/23/11,,
10/25/11,,
11/24/11,,
11/25/11,,
11/26/11,,
11/28/11,,
11/27/11,,
11/29/11,,
11/30/11,,
11/31/2011,,
12/2/11,,
12/4/11,,
10/17/11,,
12/6/11,,
12/7/11,,
12/8/11,,
12/9/11,,
12/10/11,,
12/11/11,,
12/5/11,,
12/14/11,,
12/15/11,,
12/16/11,,
12/17/11,,
11/20/11,,
11/13/11,,
12/20/11,,
12/19/11,,
12/22/11,,
12/23/11,,
11/19/11,,
12/12/11,,
12/25/11,,
12/26/11,,
12/3/11,,
12/27/11,,
12/29/11,,
12/1/11,,
12/31/11,,
1/1/12,,
12/24/11,,
1/3/12,,
1/4/12,,
1/5/12,,
1/6/12,,
1/8/12,,
1/7/12,,
1/9/12,,
1/10/12,,
1/11/12,,
1/12/12,,
12/28/11,,
1/13/12,,
1/15/12,,
1/17/12,,
1/18/12,,
12/21/11,,
1/20/12,,
1/19/12,,
12/30/11,,
1/23/12,,
1/24/12,,
1/25/12,,
1/21/12,,
1/26/12,,
1/28/12,,
1/27/12,,
1/29/12,,
1/31/12,,
2/1/12,,
2/2/12,,
1/30/12,,
12/18/11,,
1/14/12,,
1/16/12,,
2/7/12,,
2/5/12,,
2/8/12,,
2/10/12,,
2/11/12,,
12/13/11,,
1/2/12,,
1/22/12,,
2/15/12,,
2/16/12,,
2/12/12,,
2/18/12,,
2/17/12,,
2/6/12,,
2/21/12,,
2/22/12,,
2/23/12,,
2/4/12,,
2/24/12,,
2/9/12,UPDATE 1-Teradata Q4 results beat estimates,"Feb 9 Teradata Corp's fourth-quarter profit beat analysts' expectations, helped mainlyby a growth in the analytics and data storage company'sconsulting services."
2/25/12,,
2/26/12,,
2/27/12,,
2/29/12,,
02/30/2012,,
2/13/12,,
3/1/12,,
2/14/12,,
2/3/12,,
2/19/12,,
3/4/12,,
3/5/12,,
3/6/12,,
3/9/12,,
3/2/12,,
3/3/12,,
3/12/12,,
3/11/12,,
3/13/12,,
3/14/12,,
3/15/12,,
3/17/12,,
3/8/12,,
3/18/12,,
3/19/12,,
3/20/12,,
2/20/12,,
3/23/12,,
3/24/12,,
3/25/12,,
3/26/12,,
3/10/12,,
2/28/12,,
02/31/2012,,
3/28/12,,
3/29/12,,
3/7/12,,
3/27/12,,
3/16/12,,
3/30/12,,
3/21/12,,
3/22/12,,
3/31/12,,
4/2/12,,
4/3/12,,
4/7/12,,
4/8/12,,
4/12/12,,
4/6/12,,
4/4/12,,
4/5/12,,
4/13/12,,
4/14/12,,
4/16/12,,
4/15/12,,
4/18/12,,
4/19/12,,
4/21/12,,
4/20/12,,
4/22/12,,
4/23/12,,
4/26/12,,
4/24/12,,
4/27/12,,
4/28/12,,
4/29/12,,
4/30/12,,
04/31/2012,,
4/9/12,,
5/2/12,,
5/1/12,,
4/10/12,,
5/5/12,,
5/4/12,,
5/3/12,"UPDATE 1-Teradata profit beats again on data analytics demand,Teradata profit rises","* Raises FY12 rev growth view to 12-14 pct from 10-12 pct,May 3 Teradata Corp posted a higherquarterly profit as sales at the data storage and analyticscompany jumped 21 percent."
5/8/12,,
5/7/12,,
5/6/12,,
5/9/12,,
5/10/12,,
5/11/12,,
5/12/12,,
5/15/12,,
5/13/12,,
5/14/12,,
4/25/12,,
5/17/12,,
5/18/12,,
5/19/12,,
5/22/12,,
5/20/12,,
5/23/12,,
5/16/12,,
5/21/12,,
4/17/12,,
5/24/12,,
5/26/12,,
5/25/12,,
5/28/12,,
5/27/12,,
5/29/12,,
5/31/12,,
6/1/12,,
6/2/12,,
6/4/12,,
6/3/12,,
6/6/12,,
6/9/12,,
6/10/12,,
5/30/12,,
6/12/12,,
6/13/12,,
6/15/12,,
6/16/12,,
6/17/12,,
6/14/12,,
6/19/12,,
6/20/12,,
6/21/12,,
6/22/12,,
6/23/12,,
6/11/12,,
6/24/12,,
6/25/12,,
6/26/12,,
6/27/12,,
6/29/12,,
6/7/12,,
6/30/12,,
06/31/2012,,
4/1/12,,
7/3/12,,
7/2/12,,
7/1/12,,
7/4/12,,
7/6/12,,
7/5/12,,
7/8/12,,
7/9/12,,
7/10/12,,
7/11/12,,
7/12/12,,
7/13/12,,
6/28/12,,
7/14/12,,
7/15/12,,
7/17/12,,
7/18/12,,
6/8/12,,
6/5/12,,
7/22/12,,
7/7/12,,
7/24/12,,
4/11/12,,
7/23/12,,
7/25/12,,
7/27/12,,
7/26/12,,
7/28/12,,
7/30/12,,
8/1/12,,
7/19/12,,
8/3/12,,
8/2/12,"Big Data drives Teradata profit, shares rise,Teradata profit beats estimates on data analytics demand,Teradata profit beats estimates on data analytics demand","Teradata Corp's  quarterly profit trumped estimates on strong demand for its high-margin products that help companies store and analyze large amounts of data, sending its shares up 5 percent in early trading on Thursday.,Teradata Corp's  quarterly profit trumped estimates and the company raised its full-year profit forecast, riding a surge in demand for data storage and analytics products.,Aug 2 Teradata Corp's quarterly profittrumped estimates and the company raised its full-year profitforecast, riding a surge in demand for data storage andanalytics products."
8/5/12,,
8/4/12,,
8/6/12,,
8/7/12,,
6/18/12,,
7/29/12,,
7/31/12,,
8/10/12,,
8/11/12,,
8/12/12,,
7/20/12,,
8/13/12,,
8/15/12,,
8/14/12,,
8/16/12,,
8/17/12,,
8/19/12,,
8/18/12,,
8/21/12,,
8/23/12,,
8/9/12,,
8/24/12,,
8/25/12,,
8/26/12,,
8/27/12,,
8/28/12,,
8/29/12,,
8/20/12,,
8/30/12,,
7/16/12,,
7/21/12,,
9/2/12,,
9/5/12,,
9/1/12,,
9/3/12,,
9/6/12,,
9/7/12,,
9/8/12,,
8/8/12,,
9/13/12,,
9/11/12,,
9/14/12,,
9/15/12,,
9/16/12,,
8/22/12,,
9/18/12,,
9/19/12,,
9/21/12,,
9/20/12,,
9/23/12,,
9/22/12,,
9/24/12,,
9/17/12,,
9/12/12,,
9/10/12,,
9/28/12,,
9/29/12,,
9/30/12,,
09/31/2012,,
10/2/12,,
10/1/12,,
9/27/12,,
8/31/12,,
9/26/12,,
10/6/12,,
10/5/12,,
10/8/12,,
10/9/12,,
10/10/12,,
10/11/12,,
10/13/12,,
10/14/12,,
9/9/12,,
10/15/12,,
10/16/12,,
10/17/12,,
10/18/12,,
10/19/12,,
10/20/12,,
10/21/12,,
10/22/12,,
10/7/12,,
10/25/12,,
10/3/12,,
10/26/12,,
10/27/12,,
10/28/12,,
10/29/12,,
10/31/12,,
10/12/12,,
11/1/12,,
11/2/12,,
10/4/12,,
11/3/12,,
11/5/12,,
11/6/12,,
11/7/12,,
11/8/12,,
11/10/12,,
10/24/12,,
9/25/12,,
11/11/12,,
11/13/12,,
9/4/12,,
11/14/12,,
11/4/12,,
11/18/12,,
11/17/12,,
11/19/12,,
11/20/12,,
11/21/12,,
11/9/12,,
11/22/12,,
11/25/12,,
11/15/12,,
11/27/12,,
11/28/12,,
11/12/12,,
11/29/12,,
11/31/2012,,
12/1/12,,
12/2/12,,
11/23/12,,
12/4/12,,
12/3/12,,
10/23/12,,
12/7/12,,
11/24/12,,
11/26/12,,
11/16/12,,
12/9/12,,
10/30/12,,
12/10/12,,
12/12/12,,
12/11/12,,
12/5/12,,
12/14/12,,
12/13/12,,
12/6/12,,
12/19/12,,
12/8/12,,
12/21/12,,
12/20/12,,
12/22/12,,
12/24/12,,
12/23/12,,
12/25/12,,
12/27/12,,
12/28/12,,
12/26/12,,
12/29/12,,
12/31/12,,
12/17/12,,
12/15/12,,
11/30/12,,
12/16/12,,
1/3/13,,
1/5/13,,
1/4/13,,
12/18/12,,
1/8/13,,
1/9/13,,
1/7/13,,
1/13/13,,
1/12/13,,
1/14/13,,
1/15/13,,
1/17/13,,
1/16/13,,
1/18/13,,
1/20/13,,
1/21/13,,
12/30/12,,
1/23/13,,
1/1/13,,
1/25/13,,
1/24/13,,
1/26/13,,
1/27/13,,
1/2/13,,
1/29/13,,
1/31/13,,
1/30/13,,
1/28/13,,
2/1/13,,
2/2/13,,
1/6/13,,
1/10/13,,
2/4/13,,
2/5/13,,
2/9/13,,
1/22/13,,
2/7/13,Disappointing Teradata forecast pushes shares down 7 percent,"Data storage and analytics company Teradata Corp  forecast a 2013 profit that could miss estimates as American customers continued to keep budgets on a short leash, sending its shares down as much as 7 percent."
2/6/13,,
2/11/13,,
1/19/13,,
2/10/13,,
2/8/13,,
2/15/13,,
2/16/13,,
2/14/13,,
2/3/13,,
2/12/13,,
2/19/13,,
2/18/13,,
2/21/13,,
2/23/13,,
2/24/13,,
2/20/13,,
2/25/13,,
2/26/13,,
02/29/2013,,
2/27/13,,
02/31/2013,,
02/30/2013,,
3/1/13,,
3/2/13,,
2/22/13,,
1/11/13,,
3/3/13,,
2/17/13,,
3/4/13,,
3/5/13,,
3/7/13,,
3/8/13,,
3/11/13,,
2/28/13,,
2/13/13,,
3/10/13,,
3/12/13,,
3/14/13,,
3/13/13,,
3/19/13,,
3/17/13,,
3/9/13,,
3/18/13,,
3/23/13,,
3/22/13,,
3/6/13,,
3/24/13,,
3/25/13,,
3/27/13,,
3/16/13,,
3/28/13,,
3/29/13,,
3/15/13,,
3/30/13,,
3/31/13,,
4/1/13,,
4/2/13,,
4/4/13,,
4/5/13,,
4/7/13,,
4/8/13,,
4/9/13,,
3/21/13,,
4/12/13,,
4/11/13,,
4/13/13,,
4/10/13,,
4/16/13,,
4/17/13,,
4/18/13,,
4/19/13,,
4/14/13,,
4/20/13,,
4/15/13,,
4/23/13,,
4/24/13,,
4/25/13,,
3/26/13,,
4/6/13,,
4/26/13,,
4/29/13,,
04/31/2013,,
5/1/13,,
4/3/13,,
5/2/13,"Teradata gives weak outlook, shares fall 12 percent",Big data analytics company Teradata Corp  gave a weak outlook for adjusted earnings and revenue growth this year after reporting first-quarter results way below analysts' estimates as customers held back large purchases.
5/3/13,,
5/4/13,,
5/5/13,,
5/6/13,,
5/7/13,,
5/9/13,,
5/10/13,,
5/11/13,,
5/12/13,,
5/13/13,,
5/14/13,,
5/15/13,,
4/22/13,,
4/21/13,,
5/17/13,,
5/18/13,,
5/19/13,,
4/28/13,,
5/20/13,,
5/21/13,,
5/23/13,,
3/20/13,,
5/22/13,,
5/24/13,,
5/25/13,,
5/27/13,,
5/28/13,,
5/29/13,,
4/30/13,,
5/31/13,,
6/1/13,,
5/26/13,,
6/3/13,,
5/8/13,,
6/6/13,,
6/8/13,,
6/9/13,,
5/30/13,,
6/7/13,,
6/2/13,,
6/10/13,,
6/5/13,,
6/11/13,,
6/13/13,,
6/14/13,,
6/17/13,,
6/16/13,,
6/15/13,,
6/18/13,,
6/20/13,,
6/19/13,,
6/24/13,,
6/23/13,,
6/22/13,,
6/26/13,,
6/25/13,,
6/27/13,,
6/12/13,,
6/30/13,,
4/27/13,,
6/29/13,,
06/31/2013,,
7/2/13,,
7/3/13,,
7/1/13,,
7/4/13,,
7/7/13,,
7/8/13,,
5/16/13,,
7/6/13,,
7/10/13,,
7/11/13,,
7/13/13,,
6/4/13,,
7/14/13,,
7/17/13,,
7/16/13,,
7/18/13,,
7/19/13,,
6/28/13,,
7/12/13,,
7/9/13,,
7/22/13,,
7/21/13,,
7/23/13,,
7/24/13,,
7/25/13,,
7/26/13,,
7/27/13,,
7/28/13,,
7/29/13,,
7/15/13,,
7/20/13,,
7/30/13,,
7/31/13,,
8/3/13,,
8/2/13,,
8/4/13,,
8/5/13,,
8/8/13,,
8/7/13,,
8/9/13,,
8/11/13,,
8/13/13,,
8/14/13,,
8/15/13,,
8/17/13,,
8/18/13,,
8/16/13,,
8/20/13,,
8/1/13,,
8/21/13,,
8/22/13,,
8/23/13,,
8/10/13,,
8/24/13,,
8/27/13,,
8/25/13,,
8/26/13,,
8/28/13,,
8/29/13,,
8/30/13,,
8/31/13,,
9/1/13,,
9/2/13,,
9/3/13,,
6/21/13,,
8/19/13,,
9/5/13,,
9/6/13,,
9/8/13,,
7/5/13,,
9/9/13,,
9/11/13,,
9/12/13,,
9/14/13,,
9/13/13,,
9/15/13,,
9/16/13,,
8/12/13,,
8/6/13,,
9/18/13,,
9/20/13,,
9/22/13,,
9/21/13,,
9/23/13,,
9/25/13,,
9/26/13,,
9/27/13,,
9/4/13,,
9/7/13,,
9/28/13,,
9/29/13,,
09/31/2013,,
10/2/13,,
9/30/13,,
10/1/13,,
10/3/13,,
10/4/13,,
10/5/13,,
10/6/13,,
10/8/13,,
10/7/13,,
10/9/13,,
10/11/13,,
10/10/13,,
10/12/13,,
10/13/13,,
10/14/13,Teradata results disappoint as demand fizzles in Asia,"Big data analytics firm Teradata Corp's  results estimates missed forecasts as revenue slid in Asia, Middle East and Africa due to competition from cheaper products, sending its shares down 12 percent in extended trading."
10/15/13,"US STOCKS-Wall Street flat as Senate, House split over debt-limit fix",* Citigroup profit hit by bond trading slowdown; shares dip
10/16/13,,
10/17/13,,
10/18/13,,
10/20/13,,
10/21/13,,
10/23/13,,
10/24/13,,
9/17/13,,
9/24/13,,
10/27/13,,
10/28/13,,
10/29/13,,
10/25/13,,
10/22/13,,
10/31/13,,
11/1/13,,
11/3/13,,
11/4/13,,
11/5/13,,
11/6/13,,
11/7/13,,
11/8/13,,
11/9/13,,
11/10/13,,
10/30/13,,
11/13/13,,
11/11/13,,
11/12/13,,
11/16/13,,
11/17/13,,
11/15/13,,
11/14/13,,
11/18/13,,
10/26/13,,
11/19/13,,
11/20/13,,
11/23/13,,
11/24/13,,
10/19/13,,
11/25/13,,
9/10/13,,
11/29/13,,
11/28/13,,
11/26/13,,
11/30/13,,
12/1/13,,
12/2/13,,
12/4/13,,
12/3/13,,
11/27/13,,
12/5/13,,
12/6/13,,
12/7/13,,
12/10/13,,
12/8/13,,
12/9/13,,
12/11/13,,
12/13/13,,
12/12/13,,
11/31/2013,,
9/19/13,,
12/14/13,,
12/15/13,,
12/18/13,,
12/19/13,,
12/16/13,,
12/20/13,,
12/21/13,,
12/25/13,,
12/26/13,,
12/27/13,,
12/28/13,,
12/29/13,,
12/30/13,,
12/31/13,,
1/1/14,,
12/22/13,,
12/24/13,,
1/3/14,,
1/4/14,,
12/23/13,,
1/5/14,,
1/6/14,,
1/7/14,,
1/8/14,,
1/9/14,,
12/17/13,,
1/10/14,,
1/2/14,,
1/11/14,,
1/12/14,,
1/15/14,,
1/13/14,,
1/14/14,,
1/19/14,,
1/18/14,,
1/20/14,,
1/23/14,,
1/22/14,,
1/24/14,,
1/25/14,,
1/26/14,,
1/27/14,,
1/17/14,,
1/16/14,,
1/21/14,,
1/30/14,,
2/1/14,,
2/2/14,,
2/3/14,,
2/4/14,,
1/31/14,,
2/6/14,,
2/8/14,,
2/9/14,,
11/22/13,,
11/21/13,,
2/11/14,,
1/28/14,,
2/12/14,,
2/13/14,,
2/16/14,,
2/14/14,,
1/29/14,,
2/18/14,,
11/2/13,,
2/7/14,,
2/21/14,,
2/20/14,,
2/10/14,,
2/23/14,,
2/24/14,,
2/15/14,,
2/25/14,,
2/26/14,,
2/27/14,,
02/29/2014,,
02/30/2014,,
02/31/2014,,
3/1/14,,
3/2/14,,
3/3/14,,
3/4/14,,
3/7/14,,
2/22/14,,
3/8/14,,
2/17/14,,
2/5/14,,
3/12/14,,
3/13/14,,
3/14/14,,
3/15/14,,
3/11/14,,
3/16/14,,
3/17/14,,
3/18/14,,
3/19/14,,
3/21/14,,
3/22/14,,
3/10/14,,
3/23/14,,
3/24/14,,
3/26/14,,
3/27/14,,
3/28/14,,
3/29/14,,
3/25/14,,
3/9/14,,
3/30/14,,
3/31/14,,
4/1/14,,
4/2/14,,
4/4/14,,
4/3/14,,
4/5/14,,
4/6/14,,
4/7/14,,
4/9/14,,
3/20/14,,
4/10/14,,
4/11/14,,
4/12/14,,
4/14/14,,
3/5/14,,
4/13/14,,
4/15/14,,
4/16/14,,
4/17/14,,
4/19/14,,
4/20/14,,
4/18/14,,
2/28/14,,
4/22/14,,
4/23/14,,
4/26/14,,
4/28/14,,
4/29/14,,
4/25/14,,
4/30/14,,
04/31/2014,,
5/1/14,,
5/3/14,,
3/6/14,,
5/5/14,,
5/6/14,,
5/7/14,,
2/19/14,,
5/8/14,"Teradata shares tumble on weak Q2, full-year revenue outlook","May 8 Data analytics company Teradata Corp warned that second-quarter revenue would fall and saidit expected its full-year revenue and adjusted profit would comein at the lower end of its forecast."
5/10/14,,
5/9/14,,
5/11/14,,
5/13/14,,
5/2/14,,
5/14/14,,
5/16/14,,
5/15/14,,
5/17/14,,
5/18/14,,
5/19/14,,
5/20/14,,
5/21/14,,
5/22/14,,
5/4/14,,
5/23/14,,
5/24/14,,
5/25/14,,
4/8/14,,
5/26/14,,
5/29/14,,
5/27/14,,
5/28/14,,
5/30/14,,
6/2/14,,
5/31/14,,
6/3/14,,
6/4/14,,
6/5/14,,
6/7/14,,
6/9/14,,
5/12/14,,
6/11/14,,
6/12/14,,
6/13/14,,
6/14/14,,
6/15/14,,
4/24/14,,
4/21/14,,
6/16/14,,
6/19/14,,
6/17/14,,
6/21/14,,
6/22/14,,
6/20/14,,
6/1/14,,
6/24/14,,
6/25/14,,
6/18/14,,
6/10/14,,
6/28/14,,
6/27/14,,
6/26/14,,
6/29/14,,
06/31/2014,,
6/30/14,,
7/1/14,,
7/2/14,,
7/4/14,,
7/6/14,,
7/5/14,,
7/9/14,,
6/23/14,,
7/11/14,,
7/10/14,,
7/12/14,,
7/13/14,,
7/15/14,,
6/8/14,,
7/16/14,,
7/17/14,,
7/19/14,,
7/20/14,,
7/21/14,,
7/22/14,,
6/6/14,,
7/24/14,,
7/25/14,,
7/26/14,,
7/27/14,,
7/3/14,,
7/28/14,,
7/29/14,,
7/30/14,,
4/27/14,,
7/7/14,,
8/1/14,,
8/3/14,,
8/2/14,,
8/4/14,,
8/6/14,,
8/7/14,,
8/8/14,,
8/9/14,,
7/14/14,,
8/5/14,,
8/11/14,,
8/12/14,,
8/13/14,,
7/23/14,,
8/10/14,,
7/8/14,,
8/14/14,,
8/17/14,,
8/19/14,,
8/15/14,,
8/22/14,,
8/23/14,,
8/21/14,,
8/16/14,,
7/18/14,,
8/24/14,,
8/26/14,,
8/27/14,,
8/30/14,,
8/31/14,,
9/1/14,,
9/3/14,,
9/2/14,,
9/5/14,,
8/25/14,,
9/6/14,,
9/7/14,,
9/8/14,,
9/10/14,,
9/11/14,,
8/28/14,,
8/29/14,,
7/31/14,,
9/13/14,,
9/16/14,,
9/15/14,,
9/17/14,,
9/18/14,,
9/20/14,,
9/19/14,,
9/21/14,,
9/14/14,,
9/22/14,,
9/12/14,,
9/23/14,,
9/24/14,,
9/27/14,,
9/29/14,,
9/30/14,,
09/31/2014,,
10/1/14,,
10/2/14,,
10/3/14,,
8/20/14,,
9/4/14,,
10/6/14,,
9/25/14,,
10/8/14,,
10/9/14,,
10/10/14,,
10/11/14,,
10/12/14,,
10/13/14,,
10/4/14,,
9/28/14,,
9/26/14,,
10/14/14,,
10/16/14,,
10/18/14,,
10/19/14,,
10/21/14,,
10/22/14,,
10/5/14,,
10/24/14,,
10/7/14,,
9/9/14,,
10/27/14,,
10/15/14,,
10/17/14,,
10/20/14,,
10/29/14,,
10/30/14,,
10/31/14,,
11/2/14,,
11/1/14,,
8/18/14,,
11/6/14,,
11/7/14,,
11/8/14,,
10/25/14,,
11/9/14,,
11/10/14,,
11/12/14,,
11/13/14,,
11/14/14,,
11/15/14,,
11/16/14,,
11/17/14,,
11/18/14,,
11/19/14,,
11/11/14,,
11/20/14,,
11/21/14,,
11/22/14,,
11/24/14,,
11/23/14,,
11/25/14,,
11/26/14,,
11/27/14,,
11/28/14,,
11/29/14,,
10/23/14,,
11/31/2014,,
12/1/14,,
12/2/14,,
12/3/14,,
12/4/14,,
12/5/14,,
12/6/14,,
12/8/14,,
11/3/14,,
12/10/14,,
11/4/14,,
12/9/14,,
12/12/14,,
12/13/14,,
11/30/14,,
12/14/14,,
12/15/14,,
12/16/14,,
12/18/14,,
12/19/14,,
12/20/14,,
12/21/14,,
12/22/14,,
12/17/14,,
12/11/14,,
12/24/14,,
12/23/14,,
12/25/14,,
12/26/14,,
12/27/14,,
12/29/14,,
12/28/14,,
10/28/14,,
1/2/15,,
10/26/14,,
11/5/14,,
1/6/15,,
1/5/15,,
1/4/15,,
1/7/15,,
1/9/15,,
1/8/15,,
1/10/15,,
1/11/15,,
1/13/15,,
1/14/15,,
1/15/15,,
1/16/15,,
1/17/15,,
1/18/15,,
1/19/15,,
12/30/14,,
12/31/14,,
1/1/15,,
1/20/15,,
1/21/15,,
1/22/15,,
1/24/15,,
1/25/15,,
1/26/15,,
1/27/15,,
1/28/15,,
1/30/15,,
1/31/15,,
2/2/15,,
1/3/15,,
12/7/14,,
1/23/15,,
1/12/15,,
2/7/15,,
2/9/15,,
2/10/15,,
2/11/15,,
2/12/15,,
2/13/15,,
2/8/15,,
1/29/15,,
2/1/15,,
2/14/15,,
2/15/15,,
2/19/15,,
2/20/15,,
2/3/15,,
2/22/15,,
2/23/15,,
2/24/15,,
2/18/15,,
2/16/15,,
2/17/15,,
2/26/15,,
2/27/15,,
2/25/15,,
2/4/15,,
2/28/15,,
02/30/2015,,
3/1/15,,
02/31/2015,,
3/2/15,,
3/3/15,,
3/4/15,,
3/6/15,,
3/5/15,,
3/7/15,,
3/9/15,,
3/11/15,,
3/10/15,,
2/21/15,,
3/8/15,,
3/12/15,,
3/14/15,,
3/17/15,,
3/15/15,,
3/18/15,,
3/19/15,,
3/20/15,,
02/29/2015,,
3/23/15,,
3/25/15,,
3/26/15,,
3/27/15,,
3/28/15,,
